journal,year,n_theo,n_expe
Political quarterly,1968,0,0
Political quarterly,1969,0,0
Political quarterly,1970,0,0
Political quarterly,1971,0,1
Political quarterly,1972,0,0
Political quarterly,1973,0,0
Political quarterly,1974,0,0
Political quarterly,1975,0,0
Political quarterly,1976,0,0
Political quarterly,1977,0,0
Political quarterly,1978,0,0
Political quarterly,1979,0,0
Political quarterly,1980,0,0
Political quarterly,1981,0,0
Political quarterly,1982,0,0
Political quarterly,1983,0,0
Political quarterly,1984,0,0
Political quarterly,1985,0,0
Political quarterly,1986,0,0
Political quarterly,1987,0,0
Political quarterly,1988,0,0
Political quarterly,1989,0,0
Political quarterly,1990,0,0
Political quarterly,1991,0,0
Political quarterly,1992,0,0
Political quarterly,1993,0,0
Political quarterly,1994,0,0
Political quarterly,1995,0,0
Political quarterly,1996,0,3
Political quarterly,1997,0,0
Political quarterly,1998,0,0
Political quarterly,1999,0,0
Political quarterly,2000,0,1
Political quarterly,2001,0,0
Political quarterly,2002,0,0
Political quarterly,2003,0,0
Political quarterly,2004,0,1
Political quarterly,2005,0,0
Political quarterly,2006,0,0
Political quarterly,2007,0,0
Political quarterly,2008,0,0
Political quarterly,2009,0,0
Political quarterly,2010,0,0
Political quarterly,2011,0,0
Political quarterly,2012,0,1
Political quarterly,2013,0,0
Political quarterly,2014,0,0
Political quarterly,2015,0,0
Political quarterly,2016,0,1
Political quarterly,2017,0,0
Political quarterly,2018,3,3
Political quarterly,2019,1,1
Political quarterly,2020,0,2
The journal of economic perspectives,1900,0,0
The journal of economic perspectives,1901,0,0
The journal of economic perspectives,1902,0,0
The journal of economic perspectives,1903,0,0
The journal of economic perspectives,1904,0,0
The journal of economic perspectives,1905,0,0
The journal of economic perspectives,1906,0,0
The journal of economic perspectives,1907,0,0
The journal of economic perspectives,1908,0,0
The journal of economic perspectives,1909,0,0
The journal of economic perspectives,1910,0,0
The journal of economic perspectives,1911,0,0
The journal of economic perspectives,1912,0,0
The journal of economic perspectives,1913,0,0
The journal of economic perspectives,1914,0,0
The journal of economic perspectives,1915,0,0
The journal of economic perspectives,1916,0,0
The journal of economic perspectives,1917,0,0
The journal of economic perspectives,1918,0,0
The journal of economic perspectives,1919,0,0
The journal of economic perspectives,1920,0,0
The journal of economic perspectives,1921,0,0
The journal of economic perspectives,1922,0,0
The journal of economic perspectives,1923,0,0
The journal of economic perspectives,1924,0,0
The journal of economic perspectives,1925,0,0
The journal of economic perspectives,1926,0,0
The journal of economic perspectives,1927,0,0
The journal of economic perspectives,1928,0,0
The journal of economic perspectives,1929,0,0
The journal of economic perspectives,1930,0,0
The journal of economic perspectives,1931,0,0
The journal of economic perspectives,1932,0,0
The journal of economic perspectives,1933,0,0
The journal of economic perspectives,1934,0,0
The journal of economic perspectives,1935,0,0
The journal of economic perspectives,1936,0,0
The journal of economic perspectives,1937,0,0
The journal of economic perspectives,1938,0,0
The journal of economic perspectives,1939,0,0
The journal of economic perspectives,1940,0,0
The journal of economic perspectives,1941,0,0
The journal of economic perspectives,1942,0,0
The journal of economic perspectives,1943,0,0
The journal of economic perspectives,1944,0,0
The journal of economic perspectives,1945,0,0
The journal of economic perspectives,1946,0,0
The journal of economic perspectives,1947,0,0
The journal of economic perspectives,1948,0,0
The journal of economic perspectives,1949,0,0
The journal of economic perspectives,1950,0,0
The journal of economic perspectives,1951,0,0
The journal of economic perspectives,1952,0,0
The journal of economic perspectives,1953,0,0
The journal of economic perspectives,1954,0,0
The journal of economic perspectives,1955,0,0
The journal of economic perspectives,1956,0,0
The journal of economic perspectives,1957,0,0
The journal of economic perspectives,1958,0,0
The journal of economic perspectives,1959,0,0
The journal of economic perspectives,1960,0,0
The journal of economic perspectives,1961,0,0
The journal of economic perspectives,1962,0,0
The journal of economic perspectives,1963,0,0
The journal of economic perspectives,1964,0,0
The journal of economic perspectives,1965,0,0
The journal of economic perspectives,1966,0,0
The journal of economic perspectives,1967,0,0
The journal of economic perspectives,1968,0,0
The journal of economic perspectives,1969,0,0
The journal of economic perspectives,1970,0,0
The journal of economic perspectives,1971,0,0
The journal of economic perspectives,1972,0,0
The journal of economic perspectives,1973,0,0
The journal of economic perspectives,1974,0,0
The journal of economic perspectives,1975,0,0
The journal of economic perspectives,1976,0,0
The journal of economic perspectives,1977,0,0
The journal of economic perspectives,1978,0,0
The journal of economic perspectives,1979,0,0
The journal of economic perspectives,1980,0,0
The journal of economic perspectives,1981,0,0
The journal of economic perspectives,1982,0,0
The journal of economic perspectives,1983,0,0
The journal of economic perspectives,1984,0,0
The journal of economic perspectives,1985,0,0
The journal of economic perspectives,1986,0,0
The journal of economic perspectives,1987,0,0
The journal of economic perspectives,1988,0,0
The journal of economic perspectives,1989,0,0
The journal of economic perspectives,1990,2,1
The journal of economic perspectives,1991,0,0
The journal of economic perspectives,1992,1,0
The journal of economic perspectives,1993,1,0
The journal of economic perspectives,1994,0,0
The journal of economic perspectives,1995,0,3
The journal of economic perspectives,1996,0,0
The journal of economic perspectives,1997,1,0
The journal of economic perspectives,1998,0,0
The journal of economic perspectives,1999,0,1
The journal of economic perspectives,2000,0,0
The journal of economic perspectives,2001,0,0
The journal of economic perspectives,2002,0,0
The journal of economic perspectives,2003,1,0
The journal of economic perspectives,2004,0,0
The journal of economic perspectives,2005,0,0
The journal of economic perspectives,2006,0,0
The journal of economic perspectives,2007,0,0
The journal of economic perspectives,2008,0,0
The journal of economic perspectives,2009,1,0
The journal of economic perspectives,2010,0,1
The journal of economic perspectives,2011,0,2
The journal of economic perspectives,2012,0,0
The journal of economic perspectives,2013,0,0
The journal of economic perspectives,2014,1,0
The journal of economic perspectives,2015,1,0
The journal of economic perspectives,2016,0,0
The journal of economic perspectives,2017,0,0
The journal of economic perspectives,2018,1,1
The journal of economic perspectives,2019,0,0
The journal of economic perspectives,2020,0,0
